440,0.635,1.093
450,0.882,1.264
460,1.106,1.417
470,1.313,1.552
480,1.472,1.653
490,1.603,1.743
500,1.712,1.81
510,1.816,1.885
520,1.893,1.944
530,1.945,1.98
540,1.984,2
550,2,1.998
560,1.976,1.991
570,1.939,1.96
580,1.904,1.905
590,1.877,1.82
600,1.803,1.731
610,1.692,1.634
620,1.532,1.516
630,1.337,1.359
640,1.104,1.155
650,0.86,0.917
660,0.636,0.696
